x,y,type
0.949789957991598,0.651130226045209,immune
0.950590118023605,0.640728145629126,immune
0.950790158031606,0.601720344068814,immune
0.950790158031606,0.691338267653531,immune
0.95119023804761,0.607921584316863,immune
0.951390278055611,0.664332866573315,immune
0.951790358071614,0.645129025805161,immune
0.952590518103621,0.61372274454891,immune
0.952590518103621,0.634526905381076,immune
0.952790558111622,0.625125025005001,immune
0.556511302260452,0.0540108021604321,tumor
0.952990598119624,0.618523704740948,immune
0.953190638127626,0.671934386877376,immune
0.954190838167634,0.649729945989198,immune
0.954190838167634,0.684736947389478,immune
0.954390878175635,0.630326065213043,immune
0.95499099819964,0.67753550710142,immune
0.955391078215643,0.665933186637327,immune
0.955991198239648,0.654330866173235,immune
0.956991398279656,0.612922584516903,immune
0.957391478295659,0.643928785757151,immune
0.556711342268454,0.0276055211042208,tumor
0.957791558311662,0.636927385477095,immune
0.958191638327666,0.607921584316863,immune
0.958191638327666,0.621724344868974,immune
0.959191838367674,0.618323664732947,immune
0.959591918383677,0.626125225045009,immune
0.959791958391678,0.651730346069214,immune
0.959791958391678,0.670534106821364,immune
0.959791958391678,0.68493698739748,stromal
0.960392078415683,0.605121024204841,immune
0.960392078415683,0.661132226445289,immune
0.558111622324465,0.0468093618723745,tumor
0.960392078415683,0.690338067613523,immune
0.96119223844769,0.630726145229046,immune
0.96119223844769,0.647329465893179,immune
0.961392278455691,0.640528105621124,immune
0.961392278455691,0.697739547909582,immune
0.961992398479696,0.655931186237247,immune
0.962592518503701,0.614722944588918,immune
0.963592718543709,0.600520104020804,immune
0.963992798559712,0.618523704740948,immune
0.964192838567714,0.604720944188838,immune
0.558511702340468,0.0768153630726145,tumor
0.964192838567714,0.635727145429086,immune
0.964192838567714,0.675735147029406,immune
0.96499299859972,0.687337467493499,stromal
0.965393078615723,0.664532906581316,immune
0.965793158631726,0.62752550510102,immune
0.965793158631726,0.649529905981196,immune
0.966393278655731,0.613122624524905,immune
0.966993398679736,0.668933786757351,immune
0.967193438687738,0.622324464892979,immune
0.967193438687738,0.660932186437287,immune
0.558911782356471,0.019003800760152,tumor
0.130826165233047,0.0038007601520304,immune
0.967993598719744,0.67873574714943,tumor
0.968393678735747,0.631726345269054,immune
0.968593718743749,0.616723344668934,immune
0.96879375875175,0.636727345469094,immune
0.968993798759752,0.693338667733547,tumor
0.969193838767754,0.642728545709142,immune
0.969193838767754,0.64872974594919,immune
0.969393878775755,0.602120424084817,immune
0.970194038807762,0.68493698739748,stromal
0.970794158831766,0.65873174634927,immune
0.559711942388478,0.0924184836967393,tumor
0.971394278855771,0.669533906781356,immune
0.971594318863773,0.619923984796959,immune
0.972194438887778,0.636727345469094,immune
0.972594518903781,0.654530906181236,immune
0.973394678935787,0.633126625325065,immune
0.973594718943789,0.605121024204841,immune
0.973594718943789,0.640128025605121,immune
0.973594718943789,0.696139227845569,tumor
0.974394878975795,0.613922784556911,immune
0.975795159031806,0.662332466493299,immune
0.560112022404481,0.0724144828965793,tumor
0.976795359071814,0.631726345269054,immune
0.976995399079816,0.609921984396879,immune
0.976995399079816,0.63872774554911,immune
0.977595519103821,0.648329665933187,immune
0.977595519103821,0.66873374674935,immune
0.977795559111822,0.616923384676935,immune
0.977795559111822,0.643328665733147,immune
0.977995599119824,0.62752550510102,immune
0.979195839167834,0.604720944188838,immune
0.97999599919984,0.665133026605321,immune
0.561112222444489,0.0622124424884977,tumor
0.980196039207842,0.685137027405481,tumor
0.980596119223845,0.678335667133427,immune
0.980996199239848,0.613122624524905,immune
0.98119623924785,0.633326665333067,immune
0.981796359271854,0.639727945589118,immune
0.981796359271854,0.64752950590118,immune
0.982396479295859,0.669133826765353,immune
0.982996599319864,0.600520104020804,immune
0.983596719343869,0.629325865173035,immune
0.983596719343869,0.644528905781156,immune
0.561312262452491,0.0556111222244449,tumor
0.984196839367874,0.616723344668934,immune
0.984796959391878,0.604720944188838,immune
0.985397079415883,0.657131426285257,immune
0.985597119423885,0.685737147429486,tumor
0.986997399479896,0.640728145629126,immune
0.987197439487898,0.600320064012803,immune
0.987197439487898,0.622324464892979,immune
0.987397479495899,0.690938187637527,tumor
0.987597519503901,0.634526905381076,immune
0.987797559511902,0.610522104420884,immune
0.561712342468494,0.0072014402880576,tumor
0.987797559511902,0.653930786157231,immune
0.987797559511902,0.681136227245449,tumor
0.988397679535907,0.665333066613323,immune
0.988997799559912,0.627925585117023,immune
0.991798359671934,0.631326265253051,immune
0.992198439687938,0.614922984596919,immune
0.992398479695939,0.601920384076815,immune
0.992598519703941,0.689537907581516,tumor
0.993198639727946,0.607321464292859,immune
0.993198639727946,0.619323864772955,immune
0.561912382476495,0.0026005201040208,tumor
0.993198639727946,0.654130826165233,immune
0.994198839767954,0.682136427285457,tumor
0.994598919783957,0.643528705741148,immune
0.994798959791958,0.649129825965193,immune
0.995199039807962,0.65993198639728,immune
0.995399079815963,0.664532906581316,immune
0.995599119823965,0.628125625125025,immune
0.996799359871974,0.615323064612923,immune
0.996799359871974,0.638927785557111,immune
0.996999399879976,0.688337667533507,tumor
0.5625125025005,0.016003200640128,tumor
0.997199439887978,0.610722144428886,immune
0.997399479895979,0.600520104020804,immune
0.997399479895979,0.679335867173435,tumor
0.997599519903981,0.622324464892979,immune
0.997599519903981,0.693138627725545,tumor
0.997799559911982,0.635327065413083,immune
0.997999599919984,0.645329065813163,immune
0.998199639927986,0.604920984196839,immune
0.0,0.730346069213843,tumor
0.0008001600320064,0.710742148429686,tumor
0.56371274254851,0.0786157231446289,stromal
0.0008001600320064,0.726145229045809,tumor
0.0008001600320064,0.78875775155031,tumor
0.0012002400480096,0.797959591918384,tumor
0.0034006801360272,0.784156831366273,tumor
0.0038007601520304,0.777955591118224,tumor
0.0042008401680336,0.736747349469894,tumor
0.0046009201840368,0.759151830366073,tumor
0.0102020404080816,0.776755351070214,tumor
0.0106021204240848,0.796359271854371,tumor
0.0108021604320864,0.734746949389878,tumor
0.564512902580516,0.094618923784757,tumor
0.012002400480096,0.785557111422284,tumor
0.013002600520104,0.78995799159832,tumor
0.0138027605521104,0.760952190438088,tumor
0.0142028405681136,0.700540108021604,tumor
0.0152030406081216,0.746949389877976,tumor
0.0154030806161232,0.736947389477896,tumor
0.0184036807361472,0.704740948189638,tumor
0.019003800760152,0.761552310462092,tumor
0.0212042408481696,0.721944388877776,tumor
0.0232046409281856,0.775755151030206,tumor
0.564712942588518,0.0736147229445889,tumor
0.13122624524905,0.0288057611522304,stromal
0.026005201040208,0.756951390278056,stromal
0.0262052410482096,0.787757551510302,tumor
0.0282056411282256,0.770554110822164,tumor
0.0296059211842368,0.742948589717944,tumor
0.0318063612722545,0.77875575115023,tumor
0.032006401280256,0.700140028005601,tumor
0.0324064812962593,0.72994598919784,tumor
0.0342068413682737,0.795559111822364,tumor
0.0348069613922785,0.71494298859772,stromal
0.0362072414482897,0.709741948389678,tumor
0.565713142628526,0.0362072414482897,tumor
0.0376075215043009,0.784756951390278,tumor
0.0388077615523105,0.74254850970194,stromal
0.0390078015603121,0.798359671934387,tumor
0.0406081216243249,0.731746349269854,tumor
0.0408081616323265,0.766553310662132,tumor
0.0424084816963393,0.715543108621724,tumor
0.0424084816963393,0.796159231846369,tumor
0.0430086017203441,0.736347269453891,tumor
0.0448089617923585,0.754350870174035,tumor
0.0450090018003601,0.762152430486097,tumor
0.566113222644529,0.0836167233446689,tumor
0.0454090818163633,0.740148029605921,tumor
0.0478095619123825,0.736747349469894,tumor
0.0478095619123825,0.776555311062212,tumor
0.0500100020004001,0.728345669133827,tumor
0.0500100020004001,0.787757551510302,tumor
0.0516103220644129,0.705941188237648,tumor
0.0516103220644129,0.780556111222244,tumor
0.0524104820964193,0.776555311062212,tumor
0.0550110022004401,0.793958791758352,tumor
0.0556111222244449,0.700540108021604,tumor
0.566713342668534,0.011002200440088,tumor
0.0562112422484497,0.759551910382076,tumor
0.0576115223044609,0.779355871174235,tumor
0.0582116423284657,0.732346469293859,tumor
0.0590118023604721,0.746149229845969,tumor
0.0596119223844769,0.726745349069814,tumor
0.0606121224244849,0.773354670934187,tumor
0.0612122424484897,0.722144428885777,tumor
0.0624124824964993,0.711942388477696,tumor
0.0634126825365073,0.78995799159832,tumor
0.0652130426085217,0.778955791158232,tumor
0.566913382676535,0.002000400080016,tumor
0.0668133626725345,0.725945189037808,tumor
0.0682136427285457,0.752150430086017,tumor
0.0686137227445489,0.75875175035007,tumor
0.0690138027605521,0.721944388877776,tumor
0.0694138827765553,0.795759151830366,tumor
0.0696139227845569,0.783356671334267,tumor
0.0698139627925585,0.763952790558112,tumor
0.0724144828965793,0.740948189637928,tumor
0.0724144828965793,0.787757551510302,tumor
0.0730146029205841,0.778955791158232,tumor
0.568313662732546,0.0202040408081616,tumor
0.0736147229445889,0.706741348269654,tumor
0.0772154430886177,0.742748549709942,tumor
0.0772154430886177,0.784356871374275,tumor
0.0774154830966193,0.739347869573915,tumor
0.0776155231046209,0.770354070814163,tumor
0.0776155231046209,0.776155231046209,tumor
0.0792158431686337,0.753550710142028,tumor
0.0794158831766353,0.722344468893779,tumor
0.0802160432086417,0.702140428085617,tumor
0.0802160432086417,0.70754150830166,tumor
0.568913782756551,0.0578115623124625,tumor
0.0820164032806561,0.797159431886377,tumor
0.0822164432886577,0.765553110622124,tumor
0.0832166433286657,0.714742948589718,tumor
0.0854170834166833,0.732146429285857,tumor
0.0892178435687137,0.783956791358272,tumor
0.091618323664733,0.714742948589718,tumor
0.0918183636727345,0.70494098819764,tumor
0.0918183636727345,0.770154030806161,tumor
0.0932186437287457,0.726945389077816,tumor
0.0934186837367473,0.747949589917984,tumor
0.569113822764553,0.0434086817363473,tumor
0.0938187637527506,0.732346469293859,tumor
0.0944188837767553,0.753350670134027,tumor
0.0958191638327665,0.775155031006201,tumor
0.0960192038407681,0.796359271854371,tumor
0.0978195639127826,0.709141828365673,tumor
0.0978195639127826,0.729545909181836,tumor
0.0978195639127826,0.751350270054011,stromal
0.0982196439287858,0.723944788957792,tumor
0.100220044008802,0.786757351470294,tumor
0.10122024404881,0.75375075015003,tumor
0.569513902780556,0.0800160032006401,tumor
0.102220444088818,0.728945789157832,tumor
0.102820564112823,0.700140028005601,tumor
0.103420684136827,0.77875575115023,tumor
0.103620724144829,0.757351470294059,tumor
0.103620724144829,0.796159231846369,tumor
0.104020804160832,0.769553910782156,tumor
0.104220844168834,0.714742948589718,tumor
0.104820964192839,0.735147029405881,tumor
0.106021204240848,0.749949989998,tumor
0.107221444288858,0.73994798959792,tumor
0.570914182836567,0.0940188037607522,tumor
0.108421684336867,0.77255451090218,tumor
0.109021804360872,0.758151630326065,tumor
0.109821964392879,0.786157231446289,tumor
0.110422084416883,0.705141028205641,stromal
0.111622324464893,0.750150030006001,tumor
0.112222444488898,0.700540108021604,tumor
0.112422484496899,0.737147429485897,stromal
0.112622524504901,0.742148429685937,stromal
0.114022804560912,0.761552310462092,tumor
0.11502300460092,0.771154230846169,tumor
0.571114222844569,0.0062012402480496,tumor
0.131426285257051,0.0094018803760752,tumor
0.117823564712943,0.742948589717944,tumor
0.118423684736947,0.792758551710342,tumor
0.119023804760952,0.783556711342268,tumor
0.120224044808962,0.773154630926185,tumor
0.121024204840968,0.730146029205841,stromal
0.122224444888978,0.739347869573915,tumor
0.125425085017003,0.797359471894379,tumor
0.126025205041008,0.761752350470094,stromal
0.127025405081016,0.739347869573915,tumor
0.129625925185037,0.747749549909982,tumor
0.572114422884577,0.0396079215843169,tumor
0.132026405281056,0.796559311862372,tumor
0.133626725345069,0.748349669933987,tumor
0.135427085417083,0.776555311062212,stromal
0.135827165433087,0.766353270654131,tumor
0.136827365473095,0.739147829565913,tumor
0.137227445489098,0.786757351470294,stromal
0.139427885577115,0.790558111622324,stromal
0.141428285657131,0.766353270654131,stromal
0.142428485697139,0.739347869573915,stromal
0.142828565713143,0.771754350870174,tumor
0.572114422884577,0.0600120024004801,stromal
0.143028605721144,0.761352270454091,stromal
0.147029405881176,0.785157031406281,stromal
0.147629525905181,0.746749349869974,stromal
0.148029605921184,0.753150630126025,stromal
0.15123024604921,0.75875175035007,stromal
0.151430286057211,0.742148429685937,stromal
0.152030406081216,0.775355071014203,stromal
0.152630526105221,0.748949789957992,stromal
0.153230646129226,0.767153430686137,stromal
0.157031406281256,0.740948189637928,stromal
0.572314462892578,0.0004000800160032,tumor
0.157431486297259,0.796959391878376,stromal
0.159831966393279,0.758351670334067,stromal
0.164032806561312,0.73994798959792,stromal
0.164232846569314,0.748349669933987,stromal
0.164632926585317,0.734346869373875,stromal
0.166833366673335,0.716943388677736,stromal
0.168633726745349,0.755151030206041,stromal
0.173634726945389,0.720144028805761,stromal
0.178435687137427,0.703140628125625,stromal
0.178435687137427,0.730746149229846,stromal
0.572714542908582,0.0482096419283857,tumor
0.178435687137427,0.789157831566313,tumor
0.179435887177435,0.715143028605721,stromal
0.180236047209442,0.75255051010202,stromal
0.180636127225445,0.797159431886377,tumor
0.183036607321464,0.750150030006001,tumor
0.186637327465493,0.749349869973995,tumor
0.187237447489498,0.798159631926385,tumor
0.188237647529506,0.740548109621924,stromal
0.189237847569514,0.731146229245849,stromal
0.190638127625525,0.792358471694339,tumor
0.573914782956591,0.0812162432486497,tumor
0.192038407681536,0.703340668133627,stromal
0.192238447689538,0.75495099019804,tumor
0.193038607721544,0.748949789957992,stromal
0.193238647729546,0.738547709541908,stromal
0.194238847769554,0.77995599119824,tumor
0.19503900780156,0.772954590918184,tumor
0.196039207841568,0.763952790558112,tumor
0.19743948789758,0.742948589717944,tumor
0.197639527905581,0.71874374874975,stromal
0.197839567913583,0.731146229245849,stromal
0.574114822964593,0.0862172434486897,stromal
0.202040408081616,0.797959591918384,tumor
0.206441288257652,0.774554910982196,tumor
0.206841368273655,0.764552910582116,tumor
0.207241448289658,0.786957391478296,tumor
0.209041808361672,0.704540908181636,stromal
0.211842368473695,0.754350870174035,tumor
0.212042408481696,0.783356671334267,tumor
0.213442688537708,0.71754350870174,stromal
0.213842768553711,0.759751950390078,tumor
0.21744348869774,0.786557311462292,tumor
0.574914982996599,0.0736147229445889,tumor
0.219443888777756,0.745549109821964,tumor
0.219443888777756,0.760352070414083,tumor
0.221044208841768,0.756551310262052,tumor
0.221644328865773,0.740948189637928,tumor
0.222244448889778,0.751550310062012,tumor
0.222844568913783,0.77755551110222,tumor
0.223044608921784,0.745749149829966,tumor
0.225245049009802,0.765153030606121,tumor
0.225445089017804,0.785957191438288,stromal
0.227645529105821,0.753550710142028,tumor
0.576115223044609,0.0258051610322064,tumor
0.228445689137828,0.796959391878376,tumor
0.23124624924985,0.739547909581916,tumor
0.233846769353871,0.797359471894379,tumor
0.234246849369874,0.770754150830166,tumor
0.23624724944989,0.787757551510302,tumor
0.239447889577916,0.782156431286257,tumor
0.240648129625925,0.756551310262052,tumor
0.241448289657932,0.798359671934387,stromal
0.242248449689938,0.780356071214243,stromal
0.244048809761952,0.709341868373675,stromal
0.576715343068614,0.0964192838567714,tumor
0.245849169833967,0.716343268653731,stromal
0.246649329865973,0.789557911582316,stromal
0.249849969993999,0.769753950790158,stromal
0.25505101020204,0.779555911182236,stromal
0.255251050210042,0.708141628325665,tumor
0.255451090218044,0.735747149429886,tumor
0.256051210242048,0.727745549109822,tumor
0.256651330266053,0.752150430086017,immune
0.256651330266053,0.772154430886177,stromal
0.257251450290058,0.739747949589918,immune
0.577915583116623,0.0214042808561712,tumor
0.132226445289058,0.0338067613522705,stromal
0.257851570314063,0.76495299059812,immune
0.258851770354071,0.744548909781956,immune
0.259051810362072,0.780356071214243,immune
0.259651930386077,0.701540308061612,immune
0.259651930386077,0.719343868773755,tumor
0.259851970394079,0.774554910982196,immune
0.261652330466093,0.707341468293659,immune
0.261652330466093,0.726545309061812,tumor
0.263052610522104,0.782356471294259,tumor
0.263452690538108,0.74494898979796,immune
0.578115623124625,0.0762152430486097,tumor
0.264052810562112,0.722144428885777,immune
0.264252850570114,0.716343268653731,tumor
0.265253050610122,0.750550110022004,immune
0.266053210642128,0.76875375075015,immune
0.266453290658132,0.702740548109622,immune
0.267053410682136,0.761952390478096,immune
0.267253450690138,0.708941788357672,immune
0.267253450690138,0.774154830966193,immune
0.26745349069814,0.788357671534307,tumor
0.267653530706141,0.714342868573715,immune
0.579115823164633,0.0620124024804961,tumor
0.267653530706141,0.755751150230046,immune
0.268653730746149,0.700140028005601,immune
0.268653730746149,0.741548309661932,immune
0.268653730746149,0.746549309861972,immune
0.268853770754151,0.731146229245849,tumor
0.269253850770154,0.725345069013803,immune
0.269453890778156,0.778155631126225,immune
0.271054210842168,0.765953190638128,immune
0.27125425085017,0.785757151430286,immune
0.272054410882176,0.781556311262252,immune
0.581116223244649,0.0836167233446689,tumor
0.272654530906181,0.7125425085017,immune
0.272654530906181,0.761552310462092,immune
0.272854570914183,0.747949589917984,immune
0.273654730946189,0.703540708141628,immune
0.273654730946189,0.715943188637728,immune
0.273854770954191,0.741748349669934,immune
0.273854770954191,0.776355271054211,immune
0.273854770954191,0.797759551910382,tumor
0.274054810962192,0.72994598919784,tumor
0.274854970994199,0.736547309461892,immune
0.582316463292659,0.0312062412482496,tumor
0.275255051010202,0.70874174834967,immune
0.275855171034207,0.770754150830166,immune
0.277655531106221,0.785557111422284,immune
0.277855571114223,0.763952790558112,immune
0.278055611122224,0.788957791558312,tumor
0.278455691138228,0.700740148029606,immune
0.278455691138228,0.719143828765753,tumor
0.279255851170234,0.775755151030206,immune
0.279455891178236,0.754750950190038,immune
0.279455891178236,0.767953590718144,immune
0.582916583316663,0.0038007601520304,tumor
0.279855971194239,0.728145629125825,immune
0.280256051210242,0.708541708341668,immune
0.282056411282256,0.731746349269854,tumor
0.282056411282256,0.798159631926385,tumor
0.282856571314263,0.770754150830166,immune
0.282856571314263,0.78255651130226,immune
0.283056611322264,0.749949989998,stromal
0.283856771354271,0.700540108021604,immune
0.284056811362272,0.716543308661732,immune
0.284056811362272,0.723344668933787,immune
0.585917183436687,0.0138027605521104,tumor
0.284256851370274,0.758151630326065,immune
0.284456891378276,0.73494698939788,tumor
0.284656931386277,0.707941588317664,immune
0.28505701140228,0.704140828165633,immune
0.285257051410282,0.7749549909982,immune
0.286057211442288,0.731546309261852,tumor
0.286057211442288,0.792758551710342,immune
0.28625725145029,0.786757351470294,immune
0.286457291458292,0.750550110022004,tumor
0.287057411482296,0.763952790558112,immune
0.586117223444689,0.0898179635927185,tumor
0.287857571514303,0.718943788757752,immune
0.288457691538308,0.702340468093619,immune
0.288457691538308,0.707741548309662,immune
0.288657731546309,0.739147829565913,stromal
0.288857771554311,0.713942788557712,immune
0.289657931586317,0.768153630726145,immune
0.290258051610322,0.756951390278056,tumor
0.291058211642328,0.780956191238248,immune
0.29125825165033,0.771754350870174,immune
0.29125825165033,0.775755151030206,immune
0.587317463492699,0.0228045609121824,tumor
0.292058411682336,0.702340468093619,immune
0.292258451690338,0.712342468493699,immune
0.292258451690338,0.786357271454291,immune
0.293658731746349,0.738547709541908,stromal
0.294858971794359,0.791358271654331,tumor
0.295259051810362,0.751950390078016,tumor
0.295259051810362,0.773154630926185,immune
0.296459291858372,0.781956391278256,immune
0.296659331866373,0.706941388277656,immune
0.296859371874375,0.700940188037607,immune
0.587317463492699,0.0692138427685537,tumor
0.296859371874375,0.760952190438088,immune
0.297059411882377,0.727145429085817,tumor
0.297059411882377,0.777755551110222,immune
0.29745949189838,0.720544108821764,immune
0.297659531906381,0.717143428685737,immune
0.297859571914383,0.735147029405881,tumor
0.298059611922385,0.712142428485697,immune
0.298259651930386,0.74874974994999,tumor
0.298259651930386,0.78995799159832,immune
0.3000600120024,0.727345469093819,immune
0.587717543508702,0.0014002800560112,tumor
0.133026605321064,0.0388077615523105,stromal
0.3000600120024,0.735947189437888,tumor
0.3000600120024,0.766953390678136,immune
0.300460092018404,0.749149829965993,immune
0.300460092018404,0.758151630326065,immune
0.300860172034407,0.786557311462292,immune
0.301060212042408,0.713342668533707,immune
0.301460292058412,0.702340468093619,immune
0.301460292058412,0.797359471894379,immune
0.301660332066413,0.740348069613923,immune
0.301660332066413,0.7625525105021,immune
0.587717543508702,0.0534106821364273,tumor
0.302060412082416,0.779355871174235,immune
0.302860572114423,0.707741548309662,immune
0.303260652130426,0.716943388677736,immune
0.304260852170434,0.7249449889978,immune
0.304260852170434,0.735147029405881,immune
0.304460892178436,0.766553310662132,immune
0.304460892178436,0.770954190838168,immune
0.305861172234447,0.714542908581716,immune
0.306061212242448,0.796759351870374,immune
0.30626125225045,0.728145629125825,immune
0.588517703540708,0.0296059211842368,tumor
0.306861372274455,0.700540108021604,immune
0.30746149229846,0.754550910182036,immune
0.307661532306461,0.719543908781756,immune
0.308861772354471,0.747949589917984,immune
0.309061812362472,0.74374874974995,immune
0.310262052410482,0.760552110422084,immune
0.310462092418484,0.706341268253651,immune
0.310862172434487,0.724744948989798,immune
0.31126225245049,0.711742348469694,immune
0.31126225245049,0.716343268653731,immune
0.589317863572715,0.0796159231846369,tumor
0.31126225245049,0.731146229245849,immune
0.311462292458492,0.797959591918384,immune
0.312062412482496,0.790558111622324,tumor
0.312662532506501,0.700140028005601,immune
0.312862572514503,0.756751350270054,immune
0.313862772554511,0.73994798959792,immune
0.31506301260252,0.777155431086217,immune
0.315463092618524,0.763952790558112,immune
0.315663132626525,0.720544108821764,immune
0.315663132626525,0.729745949189838,immune
0.589517903580716,0.0402080416083217,tumor
0.315863172634527,0.76875375075015,immune
0.316663332666533,0.71494298859772,immune
0.316863372674535,0.792358471694339,immune
0.317063412682537,0.708541708341668,immune
0.317263452690538,0.736147229445889,immune
0.31746349269854,0.750350070014003,immune
0.318063612722545,0.797959591918384,immune
0.318263652730546,0.700540108021604,immune
0.318663732746549,0.758551710342068,immune
0.318863772754551,0.746549309861972,immune
0.591518303660732,0.0750150030006001,tumor
0.319463892778556,0.726545309061812,immune
0.320464092818564,0.738947789557912,immune
0.320864172834567,0.772954590918184,tumor
0.32126425285057,0.732346469293859,immune
0.32126425285057,0.788557711542308,tumor
0.322064412882577,0.781956391278256,tumor
0.322664532906581,0.793558711742348,immune
0.322864572914583,0.758351670334067,immune
0.323864772954591,0.751750350070014,immune
0.323864772954591,0.763352670534107,immune
0.592318463692739,0.0856171234246849,tumor
0.324064812962593,0.746749349869974,immune
0.324264852970594,0.705341068213643,immune
0.324464892978596,0.721544308861772,immune
0.324864972994599,0.715543108621724,immune
0.325465093018604,0.700540108021604,immune
0.32626525305061,0.775355071014203,immune
0.326665333066613,0.712142428485697,immune
0.328265653130626,0.785957191438288,immune
0.329065813162633,0.731946389277856,immune
0.329465893178636,0.736947389477896,immune
0.594718943788758,0.0722144428885777,tumor
0.33006601320264,0.74754950990198,immune
0.330466093218644,0.709141828365673,immune
0.330666133226645,0.700740148029606,immune
0.330866173234647,0.774354870974195,immune
0.331066213242649,0.760152030406081,immune
0.332066413282657,0.756351270254051,immune
0.33246649329866,0.734746949389878,immune
0.333266653330666,0.781156231246249,immune
0.333666733346669,0.730746149229846,immune
0.334066813362673,0.744348869773955,immune
0.596119223844769,0.0760152030406081,tumor
0.334066813362673,0.79255851170234,immune
0.334266853370674,0.714542908581716,tumor
0.335267053410682,0.740548109621924,immune
0.335867173434687,0.789357871574315,immune
0.336667333466693,0.723944788957792,immune
0.336667333466693,0.750550110022004,immune
0.336867373474695,0.797159431886377,immune
0.337267453490698,0.761952390478096,immune
0.3374674934987,0.76995399079816,immune
0.338467693538708,0.758151630326065,immune
0.596319263852771,0.0410082016403281,tumor
0.338467693538708,0.765553110622124,immune
0.338667733546709,0.779555911182236,immune
0.339267853570714,0.7749549909982,immune
0.339667933586717,0.7375475095019,immune
0.339867973594719,0.730546109221844,immune
0.339867973594719,0.754150830166033,immune
0.340068013602721,0.790358071614323,immune
0.340868173634727,0.745149029805961,immune
0.34126825365073,0.718943788757752,immune
0.341868373674735,0.701340268053611,tumor
0.596319263852771,0.0518103620724145,tumor
0.133426685337067,0.0178035607121424,tumor
0.342068413682737,0.794558911782356,immune
0.342668533706741,0.771554310862172,immune
0.343068613722745,0.781156231246249,immune
0.343668733746749,0.77755551110222,immune
0.343868773754751,0.798159631926385,immune
0.344068813762753,0.73494698939788,immune
0.344068813762753,0.760152030406081,tumor
0.344668933786757,0.764552910582116,immune
0.345069013802761,0.75255051010202,immune
0.345869173834767,0.703340668133627,immune
0.598119623924785,0.0954190838167634,tumor
0.345869173834767,0.730546109221844,immune
0.346069213842769,0.740148029605921,immune
0.34626925385077,0.74494898979796,immune
0.34626925385077,0.785957191438288,immune
0.346669333866773,0.720944188837768,immune
0.346869373874775,0.716343268653731,immune
0.347869573914783,0.797759551910382,immune
0.348069613922785,0.712942588517704,immune
0.349269853970794,0.748349669933987,immune
0.349269853970794,0.761352270454091,tumor
0.600520104020804,0.0058011602320464,tumor
0.349469893978796,0.728945789157832,immune
0.350670134026805,0.737147429485897,immune
0.35127025405081,0.795759151830366,immune
0.351470294058812,0.751750350070014,immune
0.351470294058812,0.782956591318264,immune
0.352270454090818,0.743348669733947,immune
0.353270654130826,0.727145429085817,immune
0.353470694138828,0.765353070614123,stromal
0.354070814162833,0.786557311462292,immune
0.354670934186837,0.758151630326065,stromal
0.600520104020804,0.019003800760152,tumor
0.354870974194839,0.79495899179836,immune
0.355071014202841,0.732746549309862,immune
0.355271054210842,0.700740148029606,immune
0.355271054210842,0.75375075015003,immune
0.355471094218844,0.718543708741748,immune
0.356471294258852,0.761552310462092,tumor
0.357071414282857,0.798359671934387,immune
0.35747149429886,0.72374474894979,immune
0.357671534306861,0.705141028205641,immune
0.358471694338868,0.739547909581916,immune
0.600520104020804,0.0510102020404081,tumor
